# PJM RPM capacity prices: BRA Resource Clearing Prices + Final Zonal Capacity Prices
# Sources: per-DY Excel files on https://pjm.com/markets-and-operations/rpm.aspx
#   - "<DY> Final Zonal UCAP Obligations, Capacity Prices and CTR Credit Rates" (XLS;
#     for DY 2023/24+ the FZSF-FZCP sheet ships inside the "<DY> 3IA Results" XLSX)
#     -> final_zonal_capacity_price_per_mw_day (one value per zone)
#   - "<DY> Base Residual Auction Results" report (XLS/PDF)
#     -> bra_price_per_mw_day (one value per LDA; copy down to each member zone)
#
# Zones are canonical labels (see data/pjm/README.md crosswalk). UGI is not
# separately reported in the RPM zonal files (inside the PPL LDA); OVEC is
# excluded (no retail LSE load; reported only from DY 2022/23).
#
# MAINTENANCE: To add a new delivery year:
# 1. Download both files for the DY from the RPM page (URLs change per DY;
#    record the Final Zonal XLS URL in source_url).
# 2. Add one row per transmission zone (canonical labels; see data/pjm/README.md
#    crosswalk). Set lda to the most-specific LDA that cleared separately for
#    that zone; zones at the system price get lda=RTO.
# 3. Set final_price_as_of to the XLS publication/revision date.
# 4. Run: just validate. 5. Commit. 6. just upload.
#
# MAINTENANCE: IA true-ups — when an Incremental Auction changes a DY's Final
# Zonal Capacity Price, update the affected rows in place, bump
# final_price_as_of, note the IA in notes. Git history is the revision trail.
delivery_year,dy_start,dy_end,zone,lda,bra_price_per_mw_day,final_zonal_capacity_price_per_mw_day,source_url,final_price_as_of,notes
2022/23,2022-06-01,2023-05-31,EKPC,RTO,50.00,50.048666,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2022-2023/2022-2023-final-zonal-ucap-obligations-capacity-prices-and-ctr-rates.xlsx,2024-06-14,
2022/23,2022-06-01,2023-05-31,JCPL,EMAAC,97.86,98.192272,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2022-2023/2022-2023-final-zonal-ucap-obligations-capacity-prices-and-ctr-rates.xlsx,2024-06-14,
2022/23,2022-06-01,2023-05-31,METED,MAAC,95.79,96.612461,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2022-2023/2022-2023-final-zonal-ucap-obligations-capacity-prices-and-ctr-rates.xlsx,2024-06-14,
2022/23,2022-06-01,2023-05-31,PECO,EMAAC,97.86,98.192272,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2022-2023/2022-2023-final-zonal-ucap-obligations-capacity-prices-and-ctr-rates.xlsx,2024-06-14,
2022/23,2022-06-01,2023-05-31,PENELEC,MAAC,95.79,96.612461,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2022-2023/2022-2023-final-zonal-ucap-obligations-capacity-prices-and-ctr-rates.xlsx,2024-06-14,
2022/23,2022-06-01,2023-05-31,PEPCO,MAAC,95.79,96.147794,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2022-2023/2022-2023-final-zonal-ucap-obligations-capacity-prices-and-ctr-rates.xlsx,2024-06-14,
2022/23,2022-06-01,2023-05-31,PPL,MAAC,95.79,96.612461,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2022-2023/2022-2023-final-zonal-ucap-obligations-capacity-prices-and-ctr-rates.xlsx,2024-06-14,
2022/23,2022-06-01,2023-05-31,PSEG,EMAAC,97.86,98.192272,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2022-2023/2022-2023-final-zonal-ucap-obligations-capacity-prices-and-ctr-rates.xlsx,2024-06-14,
2022/23,2022-06-01,2023-05-31,RECO,EMAAC,97.86,98.192272,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2022-2023/2022-2023-final-zonal-ucap-obligations-capacity-prices-and-ctr-rates.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,AECO,MAAC,49.49,51.110953,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,AEP,RTO,34.13,34.179865,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,APS,RTO,34.13,34.179865,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,ATSI,RTO,34.13,34.179865,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,BGE,BGE,69.95,72.147265,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,BGE constrained LDA this DY
2023/24,2023-06-01,2024-05-31,COMED,RTO,34.13,34.179865,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,DAY,RTO,34.13,34.179865,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,DEOK,RTO,34.13,34.179865,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,DOM,RTO,34.13,34.179865,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,DPL,MAAC,49.49,57.140698,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,DPL-S sub-LDA cleared separately at $69.95; zone assigned to containing LDA
2023/24,2023-06-01,2024-05-31,DUQ,RTO,34.13,34.179865,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,EKPC,RTO,34.13,34.179865,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,JCPL,MAAC,49.49,51.110953,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,METED,MAAC,49.49,49.582878,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,PECO,MAAC,49.49,51.110953,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,PENELEC,MAAC,49.49,49.582878,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,PEPCO,MAAC,49.49,49.582878,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,PPL,MAAC,49.49,49.582878,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,PSEG,MAAC,49.49,51.110953,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2023/24,2023-06-01,2024-05-31,RECO,MAAC,49.49,51.110953,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2023-2024/2023-2024-3ia-results.xlsx,2024-06-14,
2024/25,2024-06-01,2025-05-31,AECO,EMAAC,53.60,57.357147,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,AEP,RTO,28.92,29.504571,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,APS,RTO,28.92,29.504571,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,ATSI,RTO,28.92,29.504571,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,BGE,BGE,73.00,76.755373,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,BGE constrained LDA this DY
2024/25,2024-06-01,2025-05-31,COMED,RTO,28.92,29.504571,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,DAY,RTO,28.92,29.504571,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,DEOK,DEOK,96.24,98.478609,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,DOM,RTO,28.92,29.504571,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,DPL,EMAAC,53.60,169.105126,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,DPL-S sub-LDA cleared separately at $426.17; final zonal price blends sub-LDA pricing
2024/25,2024-06-01,2025-05-31,DUQ,RTO,28.92,29.504571,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,EKPC,RTO,28.92,29.504571,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,JCPL,EMAAC,53.60,57.357147,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,METED,MAAC,49.49,50.221051,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,PECO,EMAAC,53.60,57.357147,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,PENELEC,MAAC,49.49,50.221051,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,PEPCO,MAAC,49.49,50.221051,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,PPL,MAAC,49.49,50.221051,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,PSEG,EMAAC,53.60,57.357147,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2024/25,2024-06-01,2025-05-31,RECO,EMAAC,53.60,57.357147,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2024-2025/2024-2025-3ia-results.xlsx,2024-12-12,
2025/26,2025-06-01,2026-05-31,AECO,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,AEP,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,APS,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,ATSI,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,BGE,BGE,466.35,471.328782,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,BGE constrained LDA this DY
2025/26,2025-06-01,2026-05-31,COMED,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,DAY,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,DEOK,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,DOM,DOM,444.26,446.810272,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,DOM constrained LDA this DY
2025/26,2025-06-01,2026-05-31,DPL,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,DUQ,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,EKPC,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,JCPL,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,METED,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,PECO,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,PENELEC,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,PEPCO,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,PPL,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,PSEG,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2025/26,2025-06-01,2026-05-31,RECO,RTO,269.92,270.432933,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2025-2026/2025-2026-3ia-results.xlsx,2025-03-11,
2026/27,2026-06-01,2027-05-31,AECO,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,AEP,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,APS,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,ATSI,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,BGE,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,COMED,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,DAY,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,DEOK,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,DOM,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,DPL,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,DUQ,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,EKPC,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,JCPL,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,METED,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,PECO,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,PENELEC,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,PEPCO,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,PPL,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,PSEG,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
2026/27,2026-06-01,2027-05-31,RECO,RTO,329.17,329.077063,https://www.pjm.com/-/media/DotCom/markets-ops/rpm/rpm-auction-info/2026-2027/2026-2027-3ia-results.xlsx,2026-03-09,No LDA constraints bound; all zones at system price
