occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,extra_refrigerator,freezer,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,plug_loads_vehicle,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.149,0.554,0.554,0,0,0.811,0.811,0.811,0,0,0,0.406,0.5,0.198,1,0.658,0.0391,0.658,0.658,0.0205,0.0205,0,0,0
1,0.0493,0.443,0.443,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0813,1,0.445,0.0224,0.445,0.445,0.0205,0.0205,0,0,0
1,0.0493,0.443,0.443,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0813,1,0.445,0.0224,0.445,0.445,0.0205,0.0205,0,0,0
1,0.0493,0.443,0.443,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0813,1,0.445,0.0224,0.445,0.445,0.0205,0.0205,0,0,0
1,0.0493,0.443,0.443,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0813,1,0.445,0.0224,0.445,0.445,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0395,1,0.233,0.00559,0.233,0.233,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0395,1,0.233,0.00559,0.233,0.233,0.0205,0.0205,0,0,0
1,0.0617,0.41,0.41,0,0,0.771,0.771,0.771,0,0,0,0.334,0.478,0.0395,1,0.233,0.00559,0.233,0.233,0.0205,0.0205,0,0,0
1,0.0617,0.41,0.41,0,0,0.771,0.771,0.771,0,0,0,0.334,0.478,0.0395,1,0.233,0.00559,0.233,0.233,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.752,0.752,0.752,0,0,0,0.334,0.47,0.0198,1,0.192,0.00559,0.192,0.192,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.752,0.752,0.752,0,0,0,0.334,0.47,0.0198,1,0.192,0.00559,0.192,0.192,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.752,0.752,0.752,0,0,0,0.334,0.47,0.0198,1,0.192,0.00559,0.192,0.192,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.752,0.752,0.752,0,0,0,0.334,0.47,0.0198,1,0.192,0.00559,0.192,0.192,0.0205,0.0205,0,0,0.0843
1,0.0493,0.399,0.399,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0154,1,0.152,0.0112,0.152,0.152,0.0274,0.0274,0,0,0.0843
1,0.0493,0.399,0.399,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0154,1,0.152,0.0112,0.152,0.152,0.0274,0.0274,0,0,0
1,0.0493,0.399,0.399,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0154,1,0.152,0.0112,0.152,0.152,0.0274,0.0274,0,0,0
1,0.0493,0.399,0.399,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0154,1,0.152,0.0112,0.152,0.152,0.0274,0.0274,0,0,0
1,0.0493,0.366,0.366,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0242,1,0.162,0.0391,0.162,0.162,0.0548,0.0548,0,0,0
1,0.0493,0.366,0.366,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0242,1,0.162,0.0391,0.162,0.162,0.0548,0.0548,0,0,0
1,0.0493,0.366,0.366,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0242,1,0.162,0.0391,0.162,0.162,0.0548,0.0548,0,0,0
1,0.0493,0.366,0.366,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0242,1,0.162,0.0391,0.162,0.162,0.0548,0.0548,0,0,0
1,0.0493,0.399,0.399,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0395,1,0.182,0.0671,0.182,0.182,0.103,0.103,0,0,0
1,0.0493,0.399,0.399,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0395,1,0.182,0.0671,0.182,0.182,0.103,0.103,0,0,0
1,0.0493,0.399,0.399,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0395,1,0.182,0.0671,0.182,0.182,0.103,0.103,0,0,0
1,0.0493,0.399,0.399,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0395,1,0.182,0.0671,0.182,0.182,0.103,0.103,0,0,0
1,0.0493,0.477,0.477,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0637,1,0.263,0.162,0.263,0.263,0.178,0.178,0,0,0
1,0.0493,0.477,0.477,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0637,1,0.263,0.162,0.263,0.263,0.178,0.178,0,0,0
1,0.0493,0.477,0.477,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0637,1,0.263,0.162,0.263,0.263,0.178,0.178,0,0,0.136
1,0.0493,0.477,0.477,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0637,1,0.263,0.162,0.263,0.263,0.178,0.178,0,0,0.0818
1,0.233,0.521,0.521,0,0,0.791,0.791,0.791,0,0,0,0.389,0.544,0.0879,1,0.334,0.257,0.334,0.334,0.301,0.301,0,0,0
1,0.233,0.521,0.521,0,0,0.791,0.791,0.791,0,0,0,0.389,0.544,0.0879,1,0.334,0.257,0.334,0.334,0.301,0.301,0,0,0
1,0.233,0.521,0.521,0,0,0.791,0.791,0.791,0,0,0,0.389,0.544,0.0879,1,0.334,0.257,0.334,0.334,0.301,0.301,0,0,0.133
1,0.233,0.521,0.521,0,0,0.791,0.791,0.791,0,0,0,0.389,0.544,0.0879,1,0.334,0.257,0.334,0.334,0.301,0.301,0,0,0.0266
1,0.238,0.377,0.377,0,0,0.811,0.811,0.811,0,0,0,0.317,0.552,0.108,1,0.334,0.246,0.334,0.334,0.575,0.575,0,0,0
1,0.238,0.377,0.377,0,0,0.811,0.811,0.811,0,0,0,0.317,0.552,0.108,1,0.334,0.246,0.334,0.334,0.575,0.575,0,0,0
1,0.238,0.377,0.377,0,0,0.811,0.811,0.811,0,0,0,0.317,0.552,0.108,1,0.334,0.246,0.334,0.334,0.575,0.575,0,0,0
0.5,0.0493,0.377,0.377,0,0,0.811,0.811,0.811,0,0,0,0.258,0.465,0.108,1,0.334,0.246,0.334,0.334,0.575,0.575,0,0,0
0,0.0493,0.255,0.255,0,0,0.811,0.811,0.811,0,0,0,0.258,0.465,0.127,1,0.324,0.229,0.324,0.324,0.829,0.829,0,0,0
0.5,0.236,0.255,0.255,0,0.333,0.811,0.811,0.811,0,0,0,0.256,0.552,0.127,1,0.324,0.229,0.324,0.324,0.829,0.829,0,0,0
0.5,0.236,0.255,0.255,0,0.6,0.811,0.811,0.811,0,0,0,0.256,0.552,0.127,1,0.324,0.229,0.324,0.324,0.829,0.829,0,0,0
0.5,0.236,0.255,0.255,0,0,0.811,0.811,0.811,0,0,0,0.256,0.552,0.127,1,0.324,0.229,0.324,0.324,0.829,0.829,0,0,0
0.5,0.23,0.266,0.266,0,0,0.791,0.791,0.791,0,0,0,0.262,0.552,0.143,1,0.334,0.246,0.334,0.334,0.87,0.87,0,0,0
0.5,0.23,0.266,0.266,0,0,0.791,0.791,0.791,0,0,0,0.262,0.552,0.143,1,0.334,0.246,0.334,0.334,0.87,0.87,0,0,0
0.5,0.23,0.266,0.266,0,0,0.791,0.791,0.791,0,0,0,0.262,0.552,0.143,1,0.334,0.246,0.334,0.334,0.87,0.87,0,0,0
0.5,0.23,0.266,0.266,0,0,0.791,0.791,0.791,0,0,0,0.262,0.552,0.143,1,0.334,0.246,0.334,0.334,0.87,0.87,0,0,0
0.5,0.221,0.277,0.277,0,0,0.791,0.791,0.791,0,0,0,0.267,0.559,0.158,1,0.334,0.257,0.334,0.334,0.829,0.829,0,0,0
0.5,0.221,0.277,0.277,0,0,0.791,0.791,0.791,0,0,0,0.267,0.559,0.158,1,0.334,0.257,0.334,0.334,0.829,0.829,0,0,0
0.5,0.221,0.277,0.277,0,0,0.791,0.791,0.791,0,0,0,0.267,0.559,0.158,1,0.334,0.257,0.334,0.334,0.829,0.829,0,0,0
0.5,0.221,0.277,0.277,0,0,0.791,0.791,0.791,0,0,0,0.267,0.559,0.158,1,0.334,0.257,0.334,0.334,0.829,0.829,0,0,0
0.5,0.215,0.266,0.266,0,0,0.831,0.831,0.831,0,0,0,0.262,0.567,0.167,1,0.324,0.235,0.324,0.324,0.822,0.822,0,0,0.0843
0.5,0.215,0.266,0.266,0,0,0.831,0.831,0.831,0,0,0,0.262,0.567,0.167,1,0.324,0.235,0.324,0.324,0.822,0.822,0,0,0.0843
0.5,0.215,0.266,0.266,0,0,0.831,0.831,0.831,0,0,0,0.262,0.567,0.167,1,0.324,0.235,0.324,0.324,0.822,0.822,0,0,0
0.5,0.215,0.266,0.266,0,0,0.831,0.831,0.831,0,0,0,0.262,0.567,0.167,1,0.324,0.235,0.324,0.324,0.822,0.822,0,0,0.0843
0.5,0.213,0.31,0.31,0,0,0.831,0.831,0.831,0,0,0,0.284,0.567,0.189,1,0.324,0.212,0.324,0.324,0.616,0.616,0,0,0.169
0.5,0.213,0.31,0.31,0,0,0.831,0.831,0.831,0,0,0,0.284,0.567,0.189,1,0.324,0.212,0.324,0.324,0.616,0.616,0,0,0.253
0.5,0.213,0.31,0.31,0,0,0.831,0.831,0.831,0,0,0,0.284,0.567,0.189,1,0.324,0.212,0.324,0.324,0.616,0.616,0,0,0.0843
0.5,0.213,0.31,0.31,0,0,0.831,0.831,0.831,0,0,0,0.284,0.567,0.189,1,0.324,0.212,0.324,0.324,0.616,0.616,0,0,0.169
0.5,0.213,0.344,0.344,0,0,0.831,0.831,0.831,0,0,0,0.301,0.559,0.2,1,0.324,0.274,0.324,0.324,0.514,0.514,0,0,0.0843
0.5,0.213,0.344,0.344,0,0,0.831,0.831,0.831,0,0,0,0.301,0.559,0.2,1,0.324,0.274,0.324,0.324,0.514,0.514,0,0,0
0.5,0.213,0.344,0.344,0,0,0.831,0.831,0.831,0,0,0,0.301,0.559,0.2,1,0.324,0.274,0.324,0.324,0.514,0.514,0,0,0
0.5,0.213,0.344,0.344,0,0,0.831,0.831,0.831,0,0,0,0.301,0.559,0.2,1,0.324,0.274,0.324,0.324,0.514,0.514,0,0,0
0.5,0.214,0.355,0.355,0,0,0.811,0.811,0.811,0,0,0,0.306,0.574,0.224,1,0.334,0.33,0.334,0.334,0.418,0.418,0,0,0
0.5,0.214,0.355,0.355,0,0,0.811,0.811,0.811,0,0,0,0.306,0.574,0.224,1,0.334,0.33,0.334,0.334,0.418,0.418,0,0,0
0.5,0.214,0.355,0.355,0,0,0.811,0.811,0.811,0,0,0,0.306,0.574,0.224,1,0.334,0.33,0.334,0.334,0.418,0.418,0,0,0.0843
1,0.378,0.355,0.355,0,0,0.811,0.811,0.811,0,0,0,0.355,0.683,0.224,1,0.334,0.33,0.334,0.334,0.418,0.418,0,0,0.0843
1,0.386,0.432,0.432,0,0,0.87,0.87,0.87,0,0,0,0.432,0.713,0.279,1,0.455,0.615,0.455,0.455,0.253,0.253,0,0,0
1,0.386,0.432,0.432,0,0,0.87,0.87,0.87,0,0,0,0.432,0.713,0.279,1,0.455,0.615,0.455,0.455,0.253,0.253,0,0,0
0.5,0.218,0.432,0.432,0,0,0.87,0.87,0.87,0,0,0,0.345,0.589,0.279,1,0.455,0.615,0.455,0.455,0.253,0.253,0,0,0
0.5,0.218,0.432,0.432,0,0,0.87,0.87,0.87,0,0,0,0.345,0.589,0.279,1,0.455,0.615,0.455,0.455,0.253,0.253,0,0,0
0.5,0.232,0.587,0.587,0,0,0.949,0.949,0.949,0,0,0,0.423,0.619,0.343,1,0.577,0.9,0.577,0.577,0.158,0.158,0,0,0.0843
1,0.414,0.587,0.587,0,0,0.949,0.949,0.949,0,0,0,0.587,0.772,0.343,1,0.577,0.9,0.577,0.577,0.158,0.158,0,0,0.169
1,0.414,0.587,0.587,0,0,0.949,0.949,0.949,0,0,0,0.587,0.772,0.343,1,0.577,0.9,0.577,0.577,0.158,0.158,0,0,0.421
1,0.414,0.587,0.587,0,0,0.949,0.949,0.949,0,0,0,0.587,0.772,0.343,1,0.577,0.9,0.577,0.577,0.158,0.158,0,0,0
1,0.489,0.698,0.698,0,0,0.989,0.989,0.989,0,0,0,0.698,0.787,0.461,1,0.668,0.643,0.668,0.668,0.089,0.089,0,0,0
1,0.489,0.698,0.698,0,0,0.989,0.989,0.989,0,0,0,0.698,0.787,0.461,1,0.668,0.643,0.668,0.668,0.089,0.089,0,0,0
1,0.489,0.698,0.698,0,0,0.989,0.989,0.989,0,0,0,0.698,0.787,0.461,1,0.668,0.643,0.668,0.668,0.089,0.089,0,0,0.0843
1,0.489,0.698,0.698,0,0,0.989,0.989,0.989,0,0,0,0.698,0.787,0.461,1,0.668,0.643,0.668,0.668,0.089,0.089,0,0,0.0843
1,0.627,0.742,0.742,0,0,0.949,0.949,0.949,0,0,0,0.742,0.742,0.646,1,0.769,0.391,0.769,0.769,0.0548,0.0548,0,0,0
1,0.627,0.742,0.742,0,0,0.949,0.949,0.949,0,0,0,0.742,0.742,0.646,1,0.769,0.391,0.769,0.769,0.0548,0.0548,0,0,0
1,0.627,0.742,0.742,0,0,0.949,0.949,0.949,0,0,0,0.742,0.742,0.646,1,0.769,0.391,0.769,0.769,0.0548,0.0548,0,0,0
1,0.627,0.742,0.742,0,0,0.949,0.949,0.949,0,0,0,0.742,0.742,0.646,1,0.769,0.391,0.769,0.769,0.0548,0.0548,0,0,0
1,0.79,0.787,0.787,0,0,0.93,0.93,0.93,0,0,0,0.787,0.698,0.797,1,0.819,0.246,0.819,0.819,0.0274,0.0274,0,0,0.0843
1,0.79,0.787,0.787,0,0,0.93,0.93,0.93,0,0,0,0.787,0.698,0.797,1,0.819,0.246,0.819,0.819,0.0274,0.0274,0,0,0
1,0.79,0.787,0.787,0,0,0.93,0.93,0.93,0,0,0,0.787,0.698,0.797,1,0.819,0.246,0.819,0.819,0.0274,0.0274,0,0,0.0843
1,0.79,0.787,0.787,0,0,0.93,0.93,0.93,0,0,0,0.787,0.698,0.797,1,0.819,0.246,0.819,0.819,0.0274,0.0274,0,0,0
1,0.879,0.765,0.765,0,0,0.91,0.91,0.91,0,0,0,0.765,0.668,0.756,1,0.87,0.106,0.87,0.87,0.0205,0.0205,0,0,0
1,0.879,0.765,0.765,0,0,0.91,0.91,0.91,0,0,0,0.765,0.668,0.756,1,0.87,0.106,0.87,0.87,0.0205,0.0205,0,0,0
1,0.879,0.765,0.765,0,0,0.91,0.91,0.91,0,0,0,0.765,0.668,0.756,1,0.87,0.106,0.87,0.87,0.0205,0.0205,0,0,0
1,0.879,0.765,0.765,0,0,0.91,0.91,0.91,0,0,0,0.765,0.668,0.756,1,0.87,0.106,0.87,0.87,0.0205,0.0205,0,0,0.0843
1,0.593,0.654,0.654,0,0,0.87,0.87,0.87,0,0,0,0.654,0.594,0.457,1,0.759,0.0726,0.759,0.759,0.0205,0.0205,0,0,0
1,0.593,0.654,0.654,0,0,0.87,0.87,0.87,0,0,0,0.654,0.594,0.457,1,0.759,0.0726,0.759,0.759,0.0205,0.0205,0,0,0
1,0.321,0.654,0.654,0,0,0.87,0.87,0.87,0,0,0,0.456,0.53,0.457,1,0.759,0.0726,0.759,0.759,0.0205,0.0205,0,0,0.0843
1,0.321,0.654,0.654,0,0,0.87,0.87,0.87,0,0,0,0.456,0.53,0.457,1,0.759,0.0726,0.759,0.759,0.0205,0.0205,0,0,0
1,0.149,0.554,0.554,0,0,0.811,0.811,0.811,0,0,0,0.406,0.5,0.198,1,0.658,0.0391,0.658,0.658,0.0205,0.0205,0,0,0
1,0.149,0.554,0.554,0,0,0.811,0.811,0.811,0,0,0,0.406,0.5,0.198,1,0.658,0.0391,0.658,0.658,0.0205,0.0205,0,0,0
1,0.149,0.554,0.554,0,0,0.811,0.811,0.811,0,0,0,0.406,0.5,0.198,1,0.658,0.0391,0.658,0.658,0.0205,0.0205,0,0,0
1,0.149,0.554,0.554,0,0,0.811,0.811,0.811,0,0,0,0.406,0.5,0.198,1,0.658,0.0391,0.658,0.658,0.0205,0.0205,0,0,0
1,0.0864,0.443,0.443,0,0,0.791,0.791,0.791,0,0,0,0.35,0.492,0.0813,1,0.445,0.0224,0.445,0.445,0.0205,0.0205,0,0,0
1,0.0864,0.443,0.443,0,0,0.791,0.791,0.791,0,0,0,0.35,0.492,0.0813,1,0.445,0.0224,0.445,0.445,0.0205,0.0205,0,0,0
1,0.0864,0.443,0.443,0,0,0.791,0.791,0.791,0,0,0,0.35,0.492,0.0813,1,0.445,0.0224,0.445,0.445,0.0205,0.0205,0,0,0
1,0.0864,0.443,0.443,0,0,0.791,0.791,0.791,0,0,0,0.35,0.492,0.0813,1,0.445,0.0224,0.445,0.445,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0395,1,0.233,0.00559,0.233,0.233,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0395,1,0.233,0.00559,0.233,0.233,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0395,1,0.233,0.00559,0.233,0.233,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0395,1,0.233,0.00559,0.233,0.233,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0198,1,0.192,0.00559,0.192,0.192,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0198,1,0.192,0.00559,0.192,0.192,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0198,1,0.192,0.00559,0.192,0.192,0.0205,0.0205,0,0,0
1,0.0493,0.41,0.41,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0198,1,0.192,0.00559,0.192,0.192,0.0205,0.0205,0,0,0
1,0.0493,0.399,0.399,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0154,1,0.152,0.0112,0.152,0.152,0.0274,0.0274,0,0,0
1,0.0493,0.399,0.399,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0154,1,0.152,0.0112,0.152,0.152,0.0274,0.0274,0,0,0
1,0.0493,0.399,0.399,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0154,1,0.152,0.0112,0.152,0.152,0.0274,0.0274,0,0,0
1,0.0493,0.399,0.399,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0154,1,0.152,0.0112,0.152,0.152,0.0274,0.0274,0,0,0
1,0.0493,0.366,0.366,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0242,1,0.162,0.0391,0.162,0.162,0.0548,0.0548,0,0,0
1,0.0493,0.366,0.366,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0242,1,0.162,0.0391,0.162,0.162,0.0548,0.0548,0,0,0.0843
1,0.0493,0.366,0.366,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0242,1,0.162,0.0391,0.162,0.162,0.0548,0.0548,0,0,0.253
1,0.0493,0.366,0.366,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0242,1,0.162,0.0391,0.162,0.162,0.0548,0.0548,0,0,0
1,0.0493,0.399,0.399,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0395,1,0.182,0.0671,0.182,0.182,0.103,0.103,0,0,0
1,0.0493,0.399,0.399,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0395,1,0.182,0.0671,0.182,0.182,0.103,0.103,0,0,0
1,0.0493,0.399,0.399,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0395,1,0.182,0.0671,0.182,0.182,0.103,0.103,0,0,0
1,0.0493,0.399,0.399,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0395,1,0.182,0.0671,0.182,0.182,0.103,0.103,0,0,0.141
1,0.189,0.477,0.477,0,0,0.752,0.752,0.752,0,0,0,0.367,0.507,0.0637,1,0.263,0.162,0.263,0.263,0.178,0.178,0,0,0.0563
1,0.189,0.477,0.477,0,0,0.752,0.752,0.752,0,0,0,0.367,0.507,0.0637,1,0.263,0.162,0.263,0.263,0.178,0.178,0,0,0
1,0.189,0.477,0.477,0,0,0.752,0.752,0.752,0,0,0,0.367,0.507,0.0637,1,0.263,0.162,0.263,0.263,0.178,0.178,0,0,0.377
1,0.189,0.477,0.477,0,0,0.752,0.752,0.752,0,0,0,0.367,0.507,0.0637,1,0.263,0.162,0.263,0.263,0.178,0.178,0,0,0.029
1,0.233,0.521,0.521,0,0,0.791,0.791,0.791,0,0,0,0.389,0.544,0.0879,1,0.334,0.257,0.334,0.334,0.301,0.301,0,0,0
1,0.233,0.521,0.521,0,0,0.791,0.791,0.791,0,0,0,0.389,0.544,0.0879,1,0.334,0.257,0.334,0.334,0.301,0.301,0,0,0
1,0.233,0.521,0.521,0,0,0.791,0.791,0.791,0,0,0,0.389,0.544,0.0879,1,0.334,0.257,0.334,0.334,0.301,0.301,0,0,0.514
1,0.233,0.521,0.521,0,0,0.791,0.791,0.791,0,0,0,0.389,0.544,0.0879,1,0.334,0.257,0.334,0.334,0.301,0.301,0,0,0.114
1,0.238,0.377,0.377,0,0,0.811,0.811,0.811,0,0,0,0.317,0.552,0.108,1,0.334,0.246,0.334,0.334,0.575,0.575,0,0,0
1,0.238,0.377,0.377,0,0,0.811,0.811,0.811,0,0,0,0.317,0.552,0.108,1,0.334,0.246,0.334,0.334,0.575,0.575,0,0,0.14
1,0.238,0.377,0.377,0,0,0.811,0.811,0.811,0,0,0,0.317,0.552,0.108,1,0.334,0.246,0.334,0.334,0.575,0.575,0,0,0.112
1,0.238,0.377,0.377,0,0,0.811,0.811,0.811,0,0,0,0.317,0.552,0.108,1,0.334,0.246,0.334,0.334,0.575,0.575,0,0,0
1,0.236,0.255,0.255,0,0,0.811,0.811,0.811,0,0,0,0.256,0.552,0.127,1,0.324,0.229,0.324,0.324,0.829,0.829,0,0,0.0878
1,0.236,0.255,0.255,0,0,0.811,0.811,0.811,0,0,0,0.256,0.552,0.127,1,0.324,0.229,0.324,0.324,0.829,0.829,0,0,0
1,0.236,0.255,0.255,0,0,0.811,0.811,0.811,0,0,0,0.256,0.552,0.127,1,0.324,0.229,0.324,0.324,0.829,0.829,0,0,0
1,0.236,0.255,0.255,0,0,0.811,0.811,0.811,0,0,0,0.256,0.552,0.127,1,0.324,0.229,0.324,0.324,0.829,0.829,0,0,0.227
1,0.23,0.266,0.266,0,0,0.791,0.791,0.791,0,0,0,0.262,0.552,0.143,1,0.334,0.246,0.334,0.334,0.87,0.87,0,0,0.0285
1,0.23,0.266,0.266,0,0,0.791,0.791,0.791,0,0,0,0.262,0.552,0.143,1,0.334,0.246,0.334,0.334,0.87,0.87,0,0,0
1,0.23,0.266,0.266,0,0,0.791,0.791,0.791,0,0,0,0.262,0.552,0.143,1,0.334,0.246,0.334,0.334,0.87,0.87,0,0,0.215
1,0.23,0.266,0.266,0,0,0.791,0.791,0.791,0,0,0,0.262,0.552,0.143,1,0.334,0.246,0.334,0.334,0.87,0.87,0,0,0.637
1,0.221,0.277,0.277,0,0,0.791,0.791,0.791,0,0,0,0.267,0.559,0.158,1,0.334,0.257,0.334,0.334,0.829,0.829,0,0,0.0843
1,0.221,0.277,0.277,0,0,0.791,0.791,0.791,0,0,0,0.267,0.559,0.158,1,0.334,0.257,0.334,0.334,0.829,0.829,0,0,0
1,0.221,0.277,0.277,0,0,0.791,0.791,0.791,0,0,0,0.267,0.559,0.158,1,0.334,0.257,0.334,0.334,0.829,0.829,0,0,0
1,0.221,0.277,0.277,0,0,0.791,0.791,0.791,0,0,0,0.267,0.559,0.158,1,0.334,0.257,0.334,0.334,0.829,0.829,0,0,0.0843
1,0.0493,0.266,0.266,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.167,1,0.324,0.235,0.324,0.324,0.822,0.822,0,0,0.0843
1,0.0493,0.266,0.266,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.167,1,0.324,0.235,0.324,0.324,0.822,0.822,0,0,0
1,0.0493,0.266,0.266,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.167,1,0.324,0.235,0.324,0.324,0.822,0.822,0,0,0.169
1,0.0493,0.266,0.266,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.167,1,0.324,0.235,0.324,0.324,0.822,0.822,0,0,0
1,0.0493,0.31,0.31,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.189,1,0.324,0.212,0.324,0.324,0.616,0.616,0,0,0
0.5,0.0493,0.31,0.31,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.189,1,0.324,0.212,0.324,0.324,0.616,0.616,0,0,0.0843
0.5,0.0493,0.31,0.31,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.189,1,0.324,0.212,0.324,0.324,0.616,0.616,0,0,0.169
0.5,0.0493,0.31,0.31,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.189,1,0.324,0.212,0.324,0.324,0.616,0.616,0,0,0
0.5,0.0493,0.344,0.344,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.2,1,0.324,0.274,0.324,0.324,0.514,0.514,0,0,0
0.5,0.0493,0.344,0.344,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.2,1,0.324,0.274,0.324,0.324,0.514,0.514,0,0,0
0.5,0.0493,0.344,0.344,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.2,1,0.324,0.274,0.324,0.324,0.514,0.514,0,0,0
0.5,0.0493,0.344,0.344,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.2,1,0.324,0.274,0.324,0.324,0.514,0.514,0,0,0
0.5,0.214,0.355,0.355,0,0,0.811,0.811,0.811,0,0,0,0.306,0.574,0.224,1,0.334,0.33,0.334,0.334,0.418,0.418,0,0,0
0,0.0493,0.355,0.355,0,0,0.811,0.811,0.811,0,0,0,0.258,0.465,0.224,1,0.334,0.33,0.334,0.334,0.418,0.418,0,0,0.0843
0,0.0493,0.355,0.355,0,0,0.811,0.811,0.811,0,0,0,0.258,0.465,0.224,1,0.334,0.33,0.334,0.334,0.418,0.418,0,0,0.253
0,0.0493,0.355,0.355,0,0,0.811,0.811,0.811,0,0,0,0.258,0.465,0.224,1,0.334,0.33,0.334,0.334,0.418,0.418,0,0,0
0,0.0493,0.432,0.432,0,0,0.87,0.87,0.87,0,0,0,0.258,0.465,0.279,1,0.455,0.615,0.455,0.455,0.253,0.253,0,0,0
0,0.0493,0.432,0.432,0,0,0.87,0.87,0.87,0,0,0,0.258,0.465,0.279,1,0.455,0.615,0.455,0.455,0.253,0.253,0,0,0
0,0.0493,0.432,0.432,0,0,0.87,0.87,0.87,0,0,0,0.258,0.465,0.279,1,0.455,0.615,0.455,0.455,0.253,0.253,0,0,0
0,0.0493,0.432,0.432,0,0,0.87,0.87,0.87,0,0,0,0.258,0.465,0.279,1,0.455,0.615,0.455,0.455,0.253,0.253,0,0,0
